_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
6291,1982461,17042336,13,M,B,2017-03-09T13:45:00,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"1200 Block Lakewood ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0411471357198,40.4479556602264
565,1975175,16158647,52,F,B,2016-08-24T02:34:00,"Frankstown AV & N Murtland ST Pittsburgh, PA 15208",5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 7513 Restriction on Alcoholic Beverages - Open Container,"Frankstown AV & N Murtland ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.9011154100402,40.4584898792941
1673,1976577,16185756,19,M,W,2016-10-01T19:30:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0163162286534,40.4463146527231
2572,1977775,16106941,49,M,W,2016-11-18T16:50:00,"900 Block Second AV Pittsburgh, PA 15219",3922 Theft by Deception.,"1200 Block Hillsboro ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0604998194638,40.4511459614303
2573,1977776,16144081,24,F,B,2016-11-18T13:10:00,"900 Block 2nd AV Pittsburgh, PA 15219",2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"5100 Block Kincaid ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.9422276346366,40.4670604494306
5126,1981002,17018477,23,M,B,2017-01-30T19:20:00,"Monticello ST & N Lang AV Pittsburgh, PA 15208",3925 Receiving Stolen Property.,"Monticello ST & N Lang AV Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.8977000071189,40.4600285713566
2576,1977795,16205867,37,M,B,2016-11-01T02:55:00,"800 Block Brushton AV Pittsburgh, PA 15221",13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"800 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.8883784826014,40.4546102856154
5314,1981258,17020431,49,M,W,2017-02-06T10:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3929 Retail Theft.,"2000 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9768133267008,40.4300208249454
575,1975423,16158423,44,F,W,2016-08-23T19:10:00,"1700 Block Henderson ST & Federal ST Pittsburgh, PA 15212",3323 Stop Signs and Yield Signs. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1700 Block Sandusky CT & Henderson ST Pittsburgh, PA 15212",Fineview,1,2509,,,0.0,0.0
4348,1980086,17002035,25,M,B,2017-01-06T10:35:00,"900 Block Second AV Pittsburgh, PA 15219","2705 Recklessy Endangering Another Person. / 3702 Robbery of Motor Vehicle. / 4304(a)(1) Endangering Welfare of Children. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","200 Block Flowers AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9422483505464,40.410390250185
573,1974693,16145933,40,M,B,2016-08-06T01:30:00,"1400 Block Locust ST Pittsburgh, PA 15219",2702 Aggravated Assault.,"700 Block Proctor WY Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9957697080652,40.4203024796516
6614,1982843,17045736,26,F,W,2017-03-13T18:07:00,"2600 Block S 18th ST Pittsburgh, PA 15210",907 Possessing Instruments of Crime. / 5902(a)(1) Prostitution ,"2600 Block S 18th ST Pittsburgh, PA 15210",South Side Slopes,3,1706,3,4,-79.9853171763824,40.4211035960711
1674,1976578,16185756,19,F,W,2016-10-01T19:30:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0163162286534,40.4463146527231
2575,1977778,16179413,37,F,B,2016-11-17T23:54:00,Zone 2,"2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",Zone 6,,6,,,,,
6270,1982439,16107227,28,F,B,2017-03-12T19:15:00,"900 Block 2nd AV Pittsburgh, PA 15219","3921 Theft by Unlawful Taking or Disposition. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","2800 Block Block Sidney ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.9648065887166,40.4270015169766
6275,1982444,17024961,36,F,W,2017-03-12T07:20:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"6300 Block Caton ST Pittsburgh, PA 15217",Squirrel Hill South,4,1414,5,3,-79.9238641595226,40.4238188856429
646,1975058,16156985,24,M,B,2016-08-21T18:30:00,"200 Block Atwood ST Pittsburgh, PA 15213",3929 Retail Theft. / 9501 Bench Warrant,"200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
2577,1977796,16206011,23,M,B,2016-11-01T11:11:00,"East Ohio ST & Nash ST Pittsburgh, PA 15212",903 Criminal Conspiracy. / 2701 Simple Assault. / 3701 Robbery.,"900 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0396829003881,40.4434697763366
6277,1982446,17041881,25,F,W,2017-03-12T19:09:00,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession,"1300 Block Boyle ST Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.0059451596297,40.4569192632174
495,1975149,16126651,54,M,B,2016-09-10T17:30:00,"1200 Block Brownsville RD Pittsburgh, PA 15210",2701 Simple Assault.,"1200 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9901691552501,40.4037949999198
1492,1976316,16159687,30,M,W,2016-10-11T19:20:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
5605,1981616,17025556,29,F,W,2017-02-10T21:42:00,"500 Block Tripoli ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"500 Block Tripoli ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0009369236655,40.4562499755278
2956,1978293,16189723,15,F,O,2016-10-17T14:42:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.9206335695884,40.4300280919676
2358,1977496,16203732,35,M,W,2016-10-29T02:26:00,"1200 Block Smallman ST Pittsburgh, PA 15222",9093 Indirect Criminal Contempt,"1200 Block Smallman ST Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.9929035978015,40.4463370997813
2578,1977797,16206011,20,F,B,2016-11-03T10:10:00,"300 Block S Main ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 2701 Simple Assault. / 3701 Robbery.,"900 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0396829003881,40.4434697763366
6278,1982447,17042117,40,F,W,2017-03-08T08:15:00,"51St & Butler ST Pittsburgh, PA 15201",3502 Burglary.,"6000 Block Butler ST Pittsburgh, PA 15201",Stanton Heights,5,1018,7,2,-79.9428141628977,40.4863595432576
3162,1978572,16190667,36,F,W,2016-12-07T09:40:00,"600 Block First AV Pittsburgh, PA 15219",3929 Retail Theft.,"5100 Block Penn AV Pittsburgh, PA 15224",Garfield,5,1017,7,2,-79.9427339388452,40.4647748238112
3578,1979116,16227860,52,M,B,2016-12-06T16:49:00,"1000 Block River AV Pittsburgh, PA 15212",9093 Indirect Criminal Contempt,"300 Block Climax ST Pittsburgh, PA 15210",Beltzhoover,3,1809,3,4,-80.0022636103702,40.4197554167853
4355,1980093,16224972,45,M,B,2017-01-21T20:00:00,Zone 2,2709(a)(4) Harassment Communicates Prohibited Acts / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,Zone 5,,5,,,,,
6279,1982448,17042117,40,M,W,2017-03-11T11:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"6000 Block Butler ST Pittsburgh, PA 15201",Stanton Heights,5,1018,7,2,-79.9428141628977,40.4863595432576
611,1974459,16123400,35,M,B,2016-08-22T10:15:00,Zone 2,3126 Indecent Assault. / 6301 Corruption of Minors. / 6318 Unlawful Contact/Communication w/ Minor,Zone 1,,1,,,,,
885,1975574,16164791,30,F,W,2016-09-01T16:40:00,"1800 Block West Liberty AV Pittsburgh, PA 15226",9501 Bench Warrant,"1800 Block West Liberty AV Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.0185627961755,40.406397680666
2582,1977818,16210006,11,M,B,2016-11-07T12:40:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 9999 Miscellaneous Report (No Crime) / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.0238385437119,40.4647273367565
1500,1976357,16180351,32,M,W,2016-09-23T19:00:00,"5500 Block Centre AV Pittsburgh, PA 15232",5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"5500 Block Centre AV Pittsburgh, PA 15232",Shadyside,4,709,7,2,-79.9364351397822,40.4566334484142
1677,1976581,16185844,25,M,B,2016-10-09T18:30:00,"600 Block 1st AV Pittsburgh, PA 15219",1301 Registration and Certificate of Title Required. / 4703 Operation of Vehicle without Official Certif. of Inspection / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,"Washington BL & Highland DR Pittsburgh, PA 15206",Highland Park,5,1106,9,2,-79.9082751882887,40.4742161874739
2580,1977816,16206867,37,M,B,2016-11-02T13:30:00,"4000 Block Penn AV Pittsburgh, PA 15201",13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"4000 Block Penn AV Pittsburgh, PA 15201",Central Lawrenceville,2,902,7,2,-79.9579076369926,40.4651353879136
2583,1977819,16193504,16,U,B,2016-10-13T12:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",5503 Disorderly Conduct. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,"1100 Block N MURTLAND AV PITTSBURGH, PA 15208",Homewood West,5,1207,9,2,-79.900141730334,40.4604108390847
5313,1981257,17020419,31,M,B,2017-02-02T16:58:00,"20 Block Grape ST Pittsburgh, PA 15210",9501 Bench Warrant,"20 Block Grape ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9893739525478,40.4137478403568
6280,1982449,17005895,16,M,B,2017-03-09T16:40:00,Zone 2,3121(a)(1) Rape by forcible compulsion / 3126(a)(1) Indecent assault without consent,Zone 5,,5,,,,,
6282,1982451,17042582,45,F,W,2017-03-13T17:49:00,"600 Block 1ST AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.0381571745929,40.47698002103
5316,1981260,17019572,15,F,B,2017-02-01T12:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",Perry North,1,2602,1,1,-80.0160208901073,40.4875513198459
5019,1980866,17016113,46,M,W,2017-01-26T19:25:00,"Bigelow SQ Pittsburgh, PA 15219",902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,"Bigelow SQ Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.9944038126293,40.4407861759628
1399,1976206,16176424,22,M,W,2016-09-18T00:30:00,"300 Block Kramer WY Pittsburgh, PA 15211",903 Criminal Conspiracy. / 2706 Terroristic Threats. / 5501 Riot.,"300 Block Kramer WY Pittsburgh, PA 15211",Mount Washington,3,1915,2,5,-80.0074702292409,40.4243948590985
2188,1977255,16198815,44,M,B,2016-10-21T11:45:00,"1200 Block Mohler ST Pittsburgh, PA 15221",9093 Indirect Criminal Contempt,"1200 Block Mohler ST Pittsburgh, PA 15221",Homewood North,5,1301,9,2,-79.8868862994118,40.4598112069064
4396,1980134,17003832,21,M,B,2017-01-07T08:15:00,"7100 Block Willard ST Pittsburgh, PA 15208",3934 Theft from Vehicle,"7100 Block Willard ST Pittsburgh, PA 15208",Point Breeze,4,1406,9,3,-79.906482760789,40.4452807276996
3899,1979532,16237013,24,M,B,2017-01-07T17:25:00,"900 Block 2nd AV Pittsburgh, PA 15219",3929 Retail Theft.,"400 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0015332433781,40.453470511792
603,1975017,16152529,21,M,B,2016-08-15T14:23:00,"1600 Block Fallowfield AV Pittsburgh, PA 15216",3503(b)(1)(i) Actual Communication,"1600 Block Fallowfield AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.0239656661309,40.4104793438358
1997,1976998,16193080,24,M,B,2016-10-12T16:20:00,"E OHIO ST & Moravian ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"E OHIO ST & Moravian ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0011280841559,40.4533774914746
5793,1981842,16189439,45,M,B,2017-02-23T20:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 3502 Burglary.,"2200 Block Murray AV Pittsburgh, PA 15217",Squirrel Hill South,4,1408,5,3,-79.9233765141421,40.4322220685793
6,1974556,16144301,45,M,W,2016-08-15T13:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3929 Retail Theft.,"800 Block Hazelwood AV Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.929237547929,40.419698874479
1679,1976583,16186160,30,F,W,2016-10-02T10:30:00,"300 Block Cedar AV Pittsburgh, PA 15212",3929 Retail Theft.,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0008438918365,40.4508927214405
585,1975179,16160175,44,M,B,2016-08-26T03:22:00,"Brownsville RD & Ormsby ST Pittsburgh, PA 15210",9501 Bench Warrant,"Brownsville RD & Ormsby ST Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.9892201341184,40.4126903581224
5899,1981955,17034982,20,M,B,2017-02-25T06:08:00,Zone 3,"3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6301 Corruption of Minors.",Zone 3,,3,,,,,
2585,1977821,16202563,14,M,B,2016-11-14T13:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",5503 Disorderly Conduct. / 13(a)(16) Possession of Controlled Substance,"1900 Block CLAYTON AV PITTSBURGH, PA 15214",Perry South,1,2614,6,1,-80.0104127200449,40.4617670934837
6620,1982849,17045849,23,M,W,2017-03-13T21:30:00,"Penn AV & S Homewood AV Pittsburgh, PA 15208",13(a)(31) Marijuana: Possession Small Amount,"Penn AV & S Homewood AV Pittsburgh, PA 15208",Point Breeze,4,1406,9,3,-79.9013163506374,40.4491812996438
1705,1976618,16185313,27,M,B,2016-10-01T03:17:00,"200 Block Charles ST Pittsburgh, PA 15210",5121 Escape. / 5502 Failure of Disorderly Persons to Disperse  / 13(a)(31) Marijuana: Possession Small Amount / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"200 Block Rochelle ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9906227901737,40.4150508194823
2587,1977823,16210710,13,M,U,2016-11-08T14:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.011905193857,40.4021791045099
3327,1978779,16222737,34,M,W,2016-11-28T12:03:00,"300 Block E North AV Pittsburgh, PA 15212",9501 Bench Warrant,"300 Block E North AV Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.0096402728326,40.4549486918507
750,1975349,16162738,16,M,B,2016-08-30T00:32:00,"1200 Block Western AV Pittsburgh, PA ",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 6110.1 Possesion of Firearm by Minor,"50 Block E Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.010506648387,40.4752522782091
5683,1981711,17014056,44,F,W,2017-01-23T16:15:00,"200 Block Knox AV Pittsburgh, PA 15210",5505 Public Drunkenness / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"200 Block Knox AV Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9902994565711,40.4113688822062
1680,1976584,16186163,52,M,W,2016-10-02T10:22:00,"Sarah ST & S 18th ST Pittsburgh, PA 15203",1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3736 Reckless Driving / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I,"Sarah ST & S 18th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9806519091361,40.4278383557561
2280,1977388,16201593,38,M,W,2016-10-25T19:55:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"1200 Block Ingham ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.0266520817249,40.4669968257749
2847,1978155,16213246,47,M,W,2016-11-12T11:05:00,"Bedford AV & Crawford ST Pittsburgh, PA 15219",4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"Bedford AV & Crawford ST Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9881361538573,40.4440501326269
4378,1980116,17003128,27,M,W,2017-01-06T01:17:00,"S 12th ST & Bedford SQ Pittsburgh, PA 15203",3334 Turning Movements and Required Signals. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"S 12th ST & Bedford SQ Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9864512861794,40.4297087715984
5148,1981036,17017988,27,M,B,2017-01-29T22:22:00,"400 Block Eckstein PL Pittsburgh, PA 15213",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"400 Block Eckstein PL Pittsburgh, PA 15213",Upper Hill,2,506,6,3,-79.968461372864,40.4423998855333
4498,1980249,17006593,42,F,W,2017-01-11T19:24:00,"1200 Block Brookline BL Pittsburgh, PA 15226",9501 Bench Warrant,"1200 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,3206,4,4,-80.0129905961948,40.3919356167794
5077,1980942,16200710,36,M,B,2017-02-05T09:23:00,"300 Block Cedar AV Pittsburgh, PA 15212",3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,"300 Block W North AV Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.0096402728326,40.4549486918507
1691,1976604,16186617,29,M,W,2016-10-03T01:55:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
2588,1977824,16210710,12,M,B,2016-11-08T14:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 5517 Unauthorized School Bus Entry / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.011905193857,40.4021791045099
3454,1978959,16231922,15,M,B,2016-12-14T08:24:00,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance,"60 Block Almeda ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9392562039681,40.4031413792354
4380,1980118,17003179,48,M,W,2017-01-06T04:46:00,"Allegheny River BL & Washington BL Pittsburgh, PA 15147",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Allegheny River BL & Washington BL Pittsburgh, PA 15147",Lincoln-Lemington-Belmar,5,1201,7,2,-79.907846334288,40.4842690005715
4382,1980120,17003285,45,F,W,2017-01-06T10:30:00,"100 Block Smithfield ST Pittsburgh, PA 15222",100 Fugitive,"100 Block Smithfield ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0002211398106,40.4372958878437
6623,1982852,17047388,19,M,B,2017-03-16T14:23:00,"Southern AV & Gray ST Pittsburgh, PA 15211",9501 Bench Warrant,"Southern AV & Gray ST Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.0090401095841,40.4266408008057
5902,1981976,17027795,34,M,W,2017-02-14T14:10:00,"6200 Block Penn AV Pittsburgh, PA 15206",3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.9227167898028,40.460594319901
593,1975393,16162616,34,M,B,2016-08-29T16:45:00,"500 Block Holmes ST Pittsburgh, PA 15221","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","500 Block Holmes ST Pittsburgh, PA 15221",Outside City,OSC,5599,,,-79.8854519125165,40.4475022431959
594,1974443,16142928,26,M,W,2016-08-01T19:32:00,"Wyoming ST & E Sycamore ST Pittsburgh, PA 15211",13(a)(16) Possession of Controlled Substance,"Wyoming ST & E Sycamore ST Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.0064594672402,40.4302705105756
3993,1979644,15136488,16,M,B,2017-01-09T11:00:00,Zone 2,901 Criminal Attempt,Zone 6,,6,,,,,
2590,1977826,16211293,15,M,O,2016-11-09T10:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1900 Block CLAYTON AV PITTSBURGH, PA 15214",Perry South,1,2614,6,1,-80.0104127200449,40.4617670934837
6624,1982853,17045874,21,M,O,2017-03-13T22:39:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2706 Terroristic Threats. / 3304 Criminal Mischief. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
600,1974835,16152421,22,M,B,2016-08-15T11:15:00,"2400 Block Charcot ST Pittsburgh, PA 15210",2701 Simple Assault.,"2400 Block Charcot ST Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.9729175454452,40.4168689628726
4383,1980121,17003710,20,M,U,2017-01-07T01:31:00,"2400 Block Brownsville RD Pittsburgh, PA 15210","5104 Resisting Arrest or Other Law Enforcement. / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(e) DUI - Minors - BAC >=.02%","2400 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2904,4,4,-79.9835524584128,40.3869266385431
596,1975153,16127229,36,F,B,2016-09-09T12:33:00,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Allen ST & E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9937378124528,40.4218021198048
1721,1976634,16186452,25,M,B,2016-10-02T19:59:00,"Dornbush ST & Calistoga ST Pittsburgh, PA 15221",3502 Burglary. / 5104 Resisting Arrest or Other Law Enforcement. / 2709(b) Stalking / 9093 Indirect Criminal Contempt,"2200 Block Wilner DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8668296578813,40.4533875768642
2589,1977825,16210710,12,M,U,2016-11-08T14:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.011905193857,40.4021791045099
2592,1977828,16203169,16,F,O,2016-11-16T12:11:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"500 Block CRANE AV PITTSBURGH, PA 15216",Beechview,6,1916,4,5,-80.0182334751887,40.4169886053058
4812,1980630,17012484,43,M,W,2017-01-21T01:19:00,"5700 Block Halchess ST Pittsburgh, PA 15207",2701 Simple Assault.,"5700 Block Halchess ST Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.9087620899867,40.3668824843234
524,1975079,16133158,31,M,B,2016-09-01T14:21:00,"900 Block 2nd AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"N Negley AV & Rural ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.9294013779873,40.4656217526849
3455,1978960,16231950,13,F,B,2016-12-13T11:50:00,"500 Block Marshall AV Pittsburgh, PA 15214",2702 Aggravated Assault.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.0167728442476,40.4710122769737
4391,1980129,17003769,26,M,B,2017-01-07T02:58:00,"N Lang AV & Idlewild ST Pittsburgh, PA 15208",1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,"N Lang AV & Idlewild ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.8981644336339,40.4588371873395
6283,1982452,17017898,15,M,B,2017-03-06T16:30:00,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1100 Block Tweed ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0633113855919,40.4560324028754
601,1974838,16152440,52,M,B,2016-08-16T12:00:00,"2000 Block Centre AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"Webster AV & Mc Neil PL Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.9631904113948,40.4540559335035
607,1974706,16149808,41,M,B,2016-08-11T14:44:00,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",3353 Prohibitions in Specified Places. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629785708,40.4573966844558
